app_id,category,reviews,size,installs,price,suitable_for,last_update,latest_ver,popularity
620776,PERSONALIZATION,67707,4.8M,"1,000,000+",0,Everyone,"February 7, 2016",1.8.0.4,High
603118,BUSINESS,84,2.1M,"10,000+",0,Everyone,"October 28, 2014",1.0,Low
686086,FAMILY,2387,6.9M,"100,000+",0,Everyone,"June 9, 2018",2.5.1,High
924997,GAME,10440,86M,"50,000+",$4.99,Teen,"May 30, 2018",1.0.3,High
606000,HEALTH_AND_FITNESS,18604,15M,"1,000,000+",0,Everyone,"May 2, 2018",1.0.0.9,High
895698,TRAVEL_AND_LOCAL,421,53M,"100,000+",0,Everyone,"March 9, 2018",4.4.15,Low
328982,TRAVEL_AND_LOCAL,65,13M,"5,000+",0,Everyone,"April 6, 2017",6.0.19,High
148893,HEALTH_AND_FITNESS,136,15M,"10,000+",0,Everyone,"May 12, 2018",1.0.5,Low
513784,FAMILY,166,4.2M,"5,000+",0,Everyone,"March 11, 2018",3.0,High
832192,FAMILY,4656,20M,"100,000+",$2.99,Everyone 10+,"December 8, 2017",1.4.11,High
543107,SPORTS,2943,8.1M,"100,000+",0,Everyone,"May 15, 2018",6.1.3,High
47684,FAMILY,44,45M,"10,000+",0,Everyone,"January 9, 2018",2.1.9.7,High
602304,COMMUNICATION,34443,27M,"1,000,000+",0,Teen,"June 28, 2018",1.14.3,High
825386,TOOLS,11,3.0M,"1,000+",0,Everyone,"March 17, 2018",1.2,Low
656556,GAME,9882639,74M,"100,000,000+",0,Everyone,"July 16, 2018",5.064,High
153270,FAMILY,3063,1.6M,"100,000+",0,Everyone,"May 24, 2018",2.9.7,High
868434,FAMILY,37584,34M,"5,000,000+",0,Everyone,"August 31, 2016",1.0.8,Low
238230,TRAVEL_AND_LOCAL,57,7.0M,"1,000+",0,Everyone,"March 10, 2018",2018.03,High
719326,GAME,17,28M,500+,0,Everyone,"August 27, 2017",1.0,High
262140,FAMILY,4,30M,500+,0,Everyone,"June 21, 2018",1.5.6,High
266187,GAME,4575,3.8M,"500,000+",0,Everyone,"October 7, 2017",1.24,Low
722826,SHOPPING,20247,47M,"5,000,000+",0,Everyone,"August 3, 2018",4.70.30,High
219496,BOOKS_AND_REFERENCE,2739,21M,"50,000+",0,Everyone,"July 17, 2018",2.0,High
99786,COMMUNICATION,1434,9.5M,"100,000+",0,Everyone,"March 6, 2014",1.2.5,Low
646696,GAME,100609,52M,"1,000,000+",0,Teen,"July 16, 2018",0.5.4,High
827001,LIFESTYLE,859,3.5M,"100,000+",0,Everyone,"July 19, 2018",1.7.7,Low
691259,SHOPPING,2,2.9M,100+,0,Teen,"February 16, 2018",1.2,High
745546,PERSONALIZATION,114851,20M,"10,000,000+",0,Everyone,"July 20, 2018",2.1.9,High
465773,TOOLS,101738,10M,"1,000,000+",0,Everyone,"July 26, 2018",2.2.82,High
212737,LIFESTYLE,17,19M,"1,000+",0,Everyone,"June 27, 2018",2.1.1,High
358749,GAME,541732,20M,"5,000,000+",0,Everyone,"February 9, 2018",10.0.10,High
973226,HEALTH_AND_FITNESS,8,7.9M,"1,000+",0,Everyone,"June 28, 2018",1.0060.0060,Low
366709,BEAUTY,134,17M,"10,000+",0,Everyone,"March 1, 2018",1.20,High
371334,GAME,37139,49M,"1,000,000+",0,Everyone 10+,"January 24, 2018",8,High
900356,FINANCE,3,8.4M,500+,0,Everyone,"February 22, 2016",4.4.1255,Low
699181,MEDICAL,45,21M,"5,000+",$3.99,Everyone,"November 15, 2017",2.0.1,Low
362110,PRODUCTIVITY,1508137,37M,"100,000,000+",0,Everyone,"July 30, 2018",11.1.3,High
802741,FAMILY,76,39M,"5,000+",$1.99,Everyone,"March 29, 2018",1.2,Low
680796,BUSINESS,1,3.5M,10+,0,Everyone,"February 20, 2018",1.1.0,High
642766,HEALTH_AND_FITNESS,94,30M,"10,000+",0,Everyone,"July 9, 2018",1.0.2,Low
909757,FAMILY,2,82M,500+,$2.99,Everyone,"June 25, 2018",1.5.0,Low
353803,FAMILY,12,2.4M,100+,$1.99,Everyone,"January 23, 2017",2.1.1,High
412263,GAME,10055521,94M,"100,000,000+",0,Everyone,"June 28, 2018",1.39.93,High
57883,MAPS_AND_NAVIGATION,37937,25M,"1,000,000+",0,Everyone,"August 1, 2018",3.6.7,High
37682,MAPS_AND_NAVIGATION,65590,18M,"5,000,000+",0,Everyone,"July 9, 2018",3.1.0,High
576755,PERSONALIZATION,3062845,7.4M,"100,000,000+",0,Everyone,"August 3, 2018",4.0.8552,High
771204,GAME,1242855,27M,"50,000,000+",0,Teen,"July 18, 2018",3.0.0,High
348606,FAMILY,81001,85M,"1,000,000+",0,Everyone,"April 27, 2018",2.15.2,High
356386,EDUCATION,342918,8.1M,"10,000,000+",0,Everyone,"July 29, 2018",2.24,High
535181,SPORTS,1664,17M,"100,000+",0,Everyone,"July 31, 2018",1.2.677,High
533500,HEALTH_AND_FITNESS,24094,18M,"1,000,000+",0,Everyone,"July 9, 2018",3.3.0.1,High
132763,LIFESTYLE,100,7.1M,"1,000,000+",0,Everyone,"May 9, 2018",1.0.0.21.180410,High
467465,FAMILY,188740,69M,"1,000,000+",$1.99,Everyone,"July 5, 2018",1.16.0,High
398012,FAMILY,480,19M,"1,000,000+",0,Everyone,"August 31, 2017",2.40,Low
40996,LIFESTYLE,113,20M,"1,000+",0,Everyone,"September 30, 2016",3.0.0,High
863088,BUSINESS,11442,6.8M,"100,000+",$4.99,Everyone,"March 25, 2018",1.5.2,High
166494,FAMILY,124,2.5M,500+,0,Everyone,"August 23, 2016",1.2,High
436993,FOOD_AND_DRINK,2,33M,50+,0,Everyone,"March 8, 2018",0.8,High
818444,FAMILY,7148,8.1M,"100,000+",$2.99,Everyone,"September 13, 2017",1.8,High
109054,NEWS_AND_MAGAZINES,3,5.7M,100+,0,Everyone,"May 26, 2018",1.2,High
691193,TOOLS,46,24M,"1,000+",0,Everyone,"May 18, 2018",2.0.402,High
285943,PERSONALIZATION,3,3.4M,50+,0,Everyone,"April 9, 2018",1.0,High
147840,BUSINESS,17,9.4M,"1,000+",0,Everyone,"December 8, 2017",1.4,High
161728,FAMILY,20463,25M,"100,000+",$3.99,Everyone 10+,"July 18, 2018",1.2.1,High
667436,PERSONALIZATION,29203,3.3M,"5,000,000+",0,Everyone,"December 10, 2017",40.0,High
777003,GAME,2066,25M,"100,000+",0,Teen,"March 14, 2018",1.3,High
131162,VIDEO_PLAYERS,1013867,32M,"50,000,000+",0,Everyone,"August 3, 2018",4.5.0.10701,High
127329,FAMILY,659,3.3M,"10,000+",$3.99,Everyone,"August 4, 2018",1.0.28,High
130869,TOOLS,657,21M,"100,000+",0,Everyone,"January 19, 2018",3.49.0202,Low
817112,SPORTS,180938,29M,"10,000,000+",0,Everyone,"July 24, 2018",6.4.8,High
538004,LIFESTYLE,31,2.3M,"1,000+",0,Everyone,"April 21, 2018",2.1.0,High
591113,DATING,20,4.9M,500+,0,Mature 17+,"July 15, 2018",8.2,High
275146,GAME,214878,10M,"10,000,000+",0,Everyone,"August 3, 2018",2.0.4,High
875373,TRAVEL_AND_LOCAL,12,12M,"1,000+",0,Everyone,"November 3, 2017",1.4,Low
812500,HEALTH_AND_FITNESS,5,43M,100+,0,Everyone,"December 5, 2017",7.12.0,High
846878,FINANCE,1336246,39M,"10,000,000+",0,Everyone,"August 3, 2018",6.39.1.4,High
675572,TOOLS,8190074,17M,"100,000,000+",0,Everyone,"June 1, 2018",6.24,High
126933,WEATHER,3478,6.1M,"500,000+",0,Everyone,"August 2, 2018",2.9.10,High
40700,COMICS,125,4.7M,"5,000+",0,Teen,"July 24, 2018",1.0.4,Low
797560,PRODUCTIVITY,48,26M,"5,000+",0,Everyone,"July 23, 2018",2.11.1,High
838007,VIDEO_PLAYERS,54,186k,"10,000+",0,Everyone,"April 22, 2013",1.0,Low
905855,NEWS_AND_MAGAZINES,34,3.8M,"1,000+",0,Everyone,"January 15, 2017",6.7,High
257454,FAMILY,1407,1.4M,"100,000+",0,Everyone,"September 25, 2015",2.1,Low
131856,FAMILY,305,8.3M,"100,000+",0,Everyone,"July 7, 2016",3,Low
922256,EVENTS,731,11M,"50,000+",0,Everyone,"December 24, 2017",2.0,High
150065,MEDICAL,129,2.9M,"10,000+",$5.49,Everyone,"April 6, 2018",3.0.1.0,High
873512,MEDICAL,408,60M,"50,000+",0,Everyone,"March 24, 2018",2.1.0.372,High
107144,SOCIAL,795,21M,"50,000+",0,Teen,"June 7, 2018",2.1.5,High
991731,LIFESTYLE,8418,21M,"500,000+",0,Everyone,"July 11, 2018",1.2.9,High
859356,NEWS_AND_MAGAZINES,61,4.1M,"10,000+",0,Everyone,"February 1, 2017",2.0.0,Low
380554,FAMILY,38,6.5M,"1,000+",0,Everyone,"September 21, 2017",1.0.3,High
147043,LIFESTYLE,2160,15M,"100,000+",0,Everyone,"June 25, 2018",1.6.5,Low
596185,MEDICAL,69126,61M,"1,000,000+",0,Everyone,"June 1, 2018",2.6.1,High
396738,GAME,33,44M,"1,000+",0,Everyone 10+,"July 25, 2018",1.3.7,High
338807,WEATHER,3005,26M,"10,000+",$2.99,Everyone,"August 4, 2018",7.1.4,High
333028,LIFESTYLE,777,14M,"50,000+",0,Everyone,"May 4, 2018",3.0.20,Low
498773,FAMILY,226,26M,"100,000+",0,Everyone,"May 30, 2017",1.0.0,High
852057,PERSONALIZATION,10786,9.4M,"500,000+",0,Mature 17+,"May 20, 2018",2.3.1,High
909801,COMMUNICATION,39,4.6M,"10,000+",0,Everyone,"September 4, 2017",1.4,Low
693922,SHOPPING,8,18M,"1,000+",0,Everyone,"May 3, 2018",1.5,Low
942753,MEDICAL,131,60M,"10,000+",0,Everyone,"September 25, 2017",5.0,High
116048,GAME,7196,38M,"500,000+",0,Everyone,"July 17, 2018",1.0.2,High
295847,TOOLS,168487,6.4M,"10,000,000+",0,Everyone,"June 26, 2018",4.01.00,High
318219,MEDICAL,503,22M,"50,000+",0,Everyone,"June 10, 2018",3.2.4,High
861462,FAMILY,66740,23M,"1,000,000+",0,Everyone,"July 8, 2016",2.4.4,High
500370,HOUSE_AND_HOME,5,13M,"1,000+",0,Everyone,"June 2, 2018",1.0,Low
737368,TOOLS,2598579,49M,"50,000,000+",0,Everyone,"July 24, 2018",11.17.4.1024,High
279700,COMMUNICATION,205739,17M,"5,000,000+",0,Everyone,"July 26, 2018",4.5.4,High
66711,GAME,1327265,99M,"50,000,000+",0,Teen,"April 12, 2017",1.3,High
744346,SOCIAL,22,8.7M,"1,000+",0,Teen,"August 5, 2018",31.1.4,High
337998,BOOKS_AND_REFERENCE,4,3.9M,"1,000+",0,Everyone,"March 15, 2018",1.0.0,High
181537,FOOD_AND_DRINK,60,25M,"10,000+",0,Everyone,"May 14, 2018",3.1.46.02,Low
236328,LIFESTYLE,7,3.4M,"1,000+",0,Everyone,"June 9, 2018",1.4,High
351870,FAMILY,253115,99M,"10,000,000+",0,Everyone,"July 27, 2018",1.6.4,High
487662,MEDICAL,11,12M,500+,0,Everyone,"July 12, 2018",1000000.6,Low
871039,GAME,14,16M,100+,0,Everyone,"June 19, 2017",2.5,High
361701,FINANCE,198,11M,"10,000+",0,Everyone,"July 9, 2018",1.8.0,High
161188,NEWS_AND_MAGAZINES,77,11M,"5,000+",0,Everyone,"March 12, 2018",2.2.7,Low
280975,LIFESTYLE,10,11M,"1,000+",0,Everyone,"January 18, 2018",4.2.7,High
666209,FINANCE,51,11M,"1,000+",0,Everyone,"April 15, 2018",1.4.0,High
179423,FAMILY,4115,5.8M,"100,000+",0,Everyone,"July 8, 2018",7.1.0,High
380253,FAMILY,8,7.4M,50+,0,Everyone,"August 7, 2018",1.0.2,High
369061,SHOPPING,10318,32M,"1,000,000+",0,Everyone,"June 19, 2018",2.1.8,High
957025,TOOLS,2794,3.8M,"1,000,000+",0,Everyone,"May 28, 2018",2.9,Low
920369,PHOTOGRAPHY,666,8.7M,"100,000+",0,Everyone,"June 20, 2018",6.1,High
772705,MEDICAL,102,1.2M,"10,000+",0,Everyone,"July 9, 2017",1.2,Low
944866,HEALTH_AND_FITNESS,623,40M,"50,000+",0,Everyone 10+,"July 17, 2017",1.2.3,High
98058,HEALTH_AND_FITNESS,220125,11M,"10,000,000+",0,Everyone,"July 31, 2018",1.0.14,High
373852,TOOLS,3263,3.0M,"1,000,000+",0,Everyone,"May 16, 2017",1.17,Low
218933,COMICS,279,3.3M,"100,000+",0,Everyone,"December 18, 2017",1.6,High
303746,TOOLS,11,36M,"1,000+",0,Everyone,"September 20, 2017",2.4.0,Low
894122,FAMILY,182,39M,"10,000+",0,Everyone,"July 11, 2018",2.0,High
665328,FAMILY,6231,31M,"1,000,000+",0,Everyone,"July 13, 2018",2.6,High
909158,BOOKS_AND_REFERENCE,37,3.4M,"10,000+",0,Everyone,"May 31, 2018",1.5,Low
136563,PERSONALIZATION,644,59M,"50,000+",0,Everyone,"April 30, 2017",1.20,High
441493,SHOPPING,33583,12M,"1,000,000+",0,Everyone,"July 30, 2018",3.9,High
617451,FAMILY,163,3.4M,"1,000+",0,Everyone,"March 27, 2017",1.2,Low
801812,FINANCE,12,2.7M,"1,000+",0,Everyone,"June 13, 2018",2.1,High
119748,ART_AND_DESIGN,224399,31M,"10,000,000+",0,Everyone,"July 30, 2018",5.5.4,High
506391,FAMILY,10159,6.4M,"1,000,000+",0,Everyone,"April 13, 2018",2.17,High
162206,TOOLS,2,4.4M,500+,0,Everyone,"March 23, 2018",2.0.180226.1,Low
969663,FAMILY,21,49M,"1,000+",0,Everyone,"July 4, 2018",1.1,High
283010,DATING,277,5.7M,"100,000+",0,Mature 17+,"December 4, 2017",3.0.0,Low
30967,TOOLS,452,7.0M,"100,000+",0,Everyone,"July 17, 2017",1.03.123.0713,Low
721891,FAMILY,1691,5.8M,"500,000+",0,Everyone,"June 8, 2016",1.0.3,Low
981262,EVENTS,4,61M,500+,0,Everyone,"July 24, 2018",1.0,High
942243,HEALTH_AND_FITNESS,5420,21M,"500,000+",0,Everyone,"June 5, 2018",2.48.3,High
22652,FAMILY,2,9.4M,500+,0,Everyone,"October 12, 2017",1.2.2,Low
188715,BUSINESS,114,8.6M,"5,000+",0,Everyone,"March 30, 2018",3.1.0.2,High
58343,GAME,705,1.8M,"10,000+",0,Everyone,"July 28, 2015",1.2.1,High
217620,GAME,169,13M,"1,000+",$0.99,Everyone,"July 1, 2015",4.0.5,High
584616,TOOLS,2,3.9M,50+,$1.76,Everyone,"December 3, 2017",5.0,High
513506,LIFESTYLE,12,6.0M,500+,0,Everyone,"February 26, 2018",4.9.940,High
990947,FAMILY,513,1.6M,"10,000+",0,Everyone,"July 18, 2016",1.1.2,High
963399,PHOTOGRAPHY,12,2.0M,"1,000+",0,Teen,"October 19, 2017",1.0,High
39162,FAMILY,1,16M,10+,$2.99,Everyone,"October 7, 2016",1.0,Low
419724,MEDICAL,156,22M,500+,$3.49,Everyone,"March 14, 2018",1.10.0,High
995977,NEWS_AND_MAGAZINES,9548,15M,"1,000,000+",0,Everyone,"August 1, 2018",6.6.4,High
965176,FAMILY,5706,47M,"500,000+",0,Everyone,"July 13, 2017",1.7,Low
65308,FOOD_AND_DRINK,194,26M,"100,000+",0,Everyone,"July 12, 2018",1.3.1,Low
575698,MEDICAL,9945,97M,"500,000+",0,Everyone,"July 5, 2018",5.11,High
926317,FINANCE,396,12M,"10,000+",0,Everyone,"August 5, 2018",3.1.5,High
7765,NEWS_AND_MAGAZINES,143,26M,"5,000+",$0.99,Mature 17+,"July 26, 2018",4.1.10,High
861867,EDUCATION,32381,10M,"1,000,000+",0,Everyone 10+,"July 15, 2018",2.15.1,High
580752,PERSONALIZATION,3277209,7.6M,"100,000,000+",0,Everyone,"May 9, 2018",3.2.5,High
643424,FAMILY,1553,9.2M,"100,000+",0,Everyone,"August 2, 2018",3.3.1.02.08.2018.19,High
822502,FAMILY,22165,6.8M,"1,000,000+",0,Everyone,"June 28, 2018",4.1806.3,High
608173,FAMILY,61264,43M,"1,000,000+",$0.99,Everyone,"June 19, 2018",3.7.0,High
529549,TOOLS,136540,3.1M,"1,000,000+",0,Everyone,"July 10, 2018",4.75,High
437408,HEALTH_AND_FITNESS,60096,27M,"5,000,000+",0,Teen,"April 7, 2018",10.0,High
887751,PHOTOGRAPHY,1,5.4M,10+,0,Teen,"February 1, 2017",1.0,High
235233,TOOLS,23,283k,"5,000+",0,Everyone,"July 20, 2018",13,High
60928,COMICS,24005,4.9M,"500,000+",0,Adults only 18+,"July 4, 2018",1.1.7.0,High
868662,MEDICAL,1,4.2M,10+,0,Everyone,"July 24, 2018",1.0,High
72626,MEDICAL,47,21M,"10,000+",0,Everyone,"August 2, 2018",1.7.1.946,High
495692,DATING,80,5.5M,"10,000+",0,Teen,"November 6, 2017",1.0,Low
744314,LIFESTYLE,10,3.4M,500+,0,Everyone,"August 31, 2015",1.0.0,High
520798,TOOLS,57076,35M,"100,000+",$4.49,Everyone,"July 24, 2018",9.4.1.3,High
809019,TOOLS,27,2.7M,"5,000+",0,Everyone,"January 22, 2018",1.2,Low
19401,TOOLS,436615,10M,"10,000,000+",0,Everyone,"June 5, 2018",3.3.1,High
928449,HEALTH_AND_FITNESS,416,34M,"10,000+",$6.99,Everyone,"July 2, 2018",1.3.7,High
243912,LIFESTYLE,8,6.7M,"1,000+",0,Everyone,"May 16, 2016",0.0.4,High
514711,FAMILY,15,46M,"1,000+",0,Everyone,"May 31, 2017",1.0,High
670231,LIFESTYLE,25,3.8M,"10,000+",0,Teen,"July 22, 2017",1.0,High
150639,SPORTS,652940,90M,"10,000,000+",0,Teen,"July 5, 2018",1.3.5,High
479680,PRODUCTIVITY,57449,5.0M,"1,000,000+",0,Everyone,"August 4, 2018",1.2.187.83,High
677484,TOOLS,70404,4.2M,"1,000,000+",0,Everyone,"May 25, 2018",3.4.0,High
869307,LIFESTYLE,155,12M,"10,000+",0,Everyone,"October 13, 2017",3.1,Low
620438,FAMILY,55723,14M,"1,000,000+",0,Everyone,"June 4, 2018",3.3,High
559923,BUSINESS,45,12M,"5,000+",0,Everyone,"May 23, 2018",2.0.5,High
314136,FAMILY,205914,54M,"10,000,000+",0,Everyone,"August 3, 2018",5.54,High
17490,FAMILY,16063,3.8M,"1,000,000+",0,Teen,"June 2, 2016",3.0,Low
59821,SOCIAL,185,4.7M,"10,000+",0,Teen,"October 20, 2017",1.0.1,Low
577151,HEALTH_AND_FITNESS,2067,8.4M,"50,000+",0,Everyone,"May 18, 2018",2.0.4,High
375751,DATING,2593,5.0M,"500,000+",0,Mature 17+,"July 25, 2018",1.9.7,Low
489028,MAPS_AND_NAVIGATION,67,53M,"5,000+",0,Everyone,"May 1, 2018",3.19.34,Low
338977,PHOTOGRAPHY,26361,29M,"5,000,000+",0,Everyone,"July 25, 2018",5.3,High
373359,PERSONALIZATION,114,3.0M,"10,000+",0,Everyone,"March 18, 2016",1.02,Low
180261,FAMILY,36813,33M,"500,000+",0,Everyone,"May 1, 2018",4.2.0,High
336323,COMMUNICATION,88,3.7M,500+,$4.99,Everyone,"May 18, 2018",8.05.18.14250,High
333389,SPORTS,4,5.6M,100+,0,Everyone,"May 17, 2018",4.6,Low
338573,ENTERTAINMENT,235496,13M,"10,000,000+",0,Everyone,"July 29, 2018",1.2.0,High
989669,MEDICAL,77,9.9M,"5,000+",$2.99,Everyone,"April 18, 2017",1.6.2,Low
900519,PERSONALIZATION,112,8.8M,"1,000+",$0.99,Everyone,"April 26, 2017",2.1.7,Low
527250,TOOLS,23805,4.1M,"1,000,000+",0,Everyone,"August 13, 2017",2.0.4,High
785547,TRAVEL_AND_LOCAL,68,4.2M,"10,000+",0,Everyone,"November 14, 2017",5.0,High
284308,TOOLS,148,9.2M,"50,000+",0,Everyone,"August 14, 2017",1.0.18,Low
710178,GAME,100,17M,"1,000+",$3.99,Everyone,"April 7, 2016",1.2.4,High
28554,SOCIAL,33177,10M,"1,000,000+",0,Everyone,"June 12, 2018",2.1.6,High
155652,BUSINESS,102,2.4M,"10,000+",0,Everyone,"April 14, 2016",2.5.0,Low
669531,TRAVEL_AND_LOCAL,595,22M,"100,000+",0,Everyone,"January 18, 2016",3.4.20.6.4.8.22,Low
673941,DATING,5377,19M,"500,000+",0,Mature 17+,"July 31, 2018",4.8.5,Low
746410,EDUCATION,31085,24M,"500,000+",$3.99,Everyone,"July 6, 2018",1.5,High
29673,SOCIAL,65,7.1M,500+,0,Teen,"February 25, 2017",1.1.2,High
674272,COMICS,291,13M,"10,000+",0,Everyone,"May 15, 2017",2.0.1,Low
236985,MAPS_AND_NAVIGATION,106,24M,"5,000+",0,Everyone,"July 9, 2018",2.1.223,Low
527390,BUSINESS,71,1.9M,"10,000+",0,Everyone,"May 14, 2013",1.0,Low
620686,NEWS_AND_MAGAZINES,1440,12M,"100,000+",0,Everyone,"March 29, 2018",1.3.35.0,High
158740,GAME,4230886,60M,"100,000,000+",0,Everyone,"August 1, 2018",3.1.0,High
291839,TRAVEL_AND_LOCAL,122,11M,"10,000+",0,Everyone,"June 8, 2018",31.11.9.156,Low
192468,BOOKS_AND_REFERENCE,11,15M,"1,000+",0,Everyone,"April 13, 2018",9.4.7.6,Low
438349,TRAVEL_AND_LOCAL,16,18M,"5,000+",0,Everyone,"August 1, 2018",1.4.9,Low
493513,PRODUCTIVITY,12,14M,"1,000+",0,Everyone,"August 3, 2018",1.2.2,Low
369114,FINANCE,1992,24M,"50,000+",0,Everyone,"June 20, 2018",3000.5.3532,High
230663,FINANCE,343,2.3M,"10,000+",0,Everyone,"June 21, 2017",2.79,Low
783323,FAMILY,112,39M,"10,000+",0,Everyone,"June 5, 2018",1.5,High
828715,FAMILY,3390,9.2M,"100,000+",0,Everyone,"October 3, 2017",1.5.0,High
479971,HEALTH_AND_FITNESS,1,7.8M,10+,0,Everyone,"July 9, 2018",4.2.2,High
78027,SPORTS,207,4.5M,"10,000+",0,Everyone,"November 13, 2017",2.6.0,High
870923,PERSONALIZATION,18,16M,"5,000+",$1.49,Everyone,"June 21, 2018",5.1,High
529432,PRODUCTIVITY,6752,3.3M,"1,000,000+",0,Everyone,"March 21, 2018",3.5.2,Low
963893,VIDEO_PLAYERS,332623,4.6M,"10,000,000+",0,Everyone,"July 27, 2018",1.1.58,High
893863,FAMILY,355613,59M,"10,000,000+",0,Teen,"August 2, 2018",1.21.2,High
889474,FAMILY,160,13M,"10,000+",0,Everyone,"March 5, 2017",1.3,High
132745,DATING,1999,8.0M,"100,000+",0,Mature 17+,"February 3, 2017",1.6.5,Low
23407,LIFESTYLE,71,24M,"5,000+",0,Everyone,"May 8, 2017",1.0.11,Low
300886,MAPS_AND_NAVIGATION,59,1.3M,"10,000+",0,Everyone,"January 26, 2015",1.0,Low
822763,BUSINESS,19,21M,100+,0,Everyone,"June 12, 2018",1.0,High
916134,FAMILY,8,1.7M,"1,000+",0,Everyone,"March 12, 2017",1.0,High
824037,MEDICAL,2921,25M,"100,000+",$24.99,Everyone,"May 25, 2018",2018.5.47,High
131935,GAME,8778,36M,"100,000+",0,Teen,"January 2, 2018",1.3.1,High
965570,HEALTH_AND_FITNESS,20098,25M,"10,000,000+",0,Everyone,"May 14, 2018",5.31.75,Low
550313,BUSINESS,2,49M,500+,0,Everyone,"September 19, 2017",2.1.1,Low
895009,BUSINESS,43,92M,100+,0,Everyone,"July 20, 2018",3.0.0,High
558497,FAMILY,43314,83M,"1,000,000+",0,Everyone 10+,"June 20, 2017",1.0.2,High
863071,FAMILY,21979,38M,"1,000,000+",0,Everyone,"July 9, 2018",1.1.3,High
426462,PERSONALIZATION,4,12M,100+,$0.99,Everyone,"May 15, 2018",2018.15.14,High
462992,FOOD_AND_DRINK,7690,25M,"100,000+",0,Everyone,"July 3, 2018",3.1.14,High
168444,GAME,14989,78M,"500,000+",0,Teen,"July 6, 2018",1.9.2,High
194381,MEDICAL,2,29M,50+,0,Everyone,"July 11, 2018",300000.1.11,High
539421,TOOLS,11,11M,"1,000+",0,Everyone,"August 5, 2016",1.7.2,Low
967290,DATING,61637,11M,"5,000,000+",0,Mature 17+,"July 31, 2018",4.17.2,High
691858,BOOKS_AND_REFERENCE,1680,4.0M,"100,000+",0,Everyone,"August 20, 2016",3.05,Low
491593,FINANCE,175,12M,"1,000+",0,Everyone,"June 12, 2018",5.9.1.0,High
725366,PARENTING,62386,3.4M,"1,000,000+",0,Everyone,"June 12, 2018",2.7,High
114803,FAMILY,269,39M,"50,000+",0,Teen,"June 3, 2017",1.0,Low
917402,FAMILY,10,3.0M,"10,000+",0,Everyone,"June 26, 2017",1.0.9,High
13838,BUSINESS,25,16M,"10,000+",0,Everyone,"July 27, 2018",1.1.2,Low
866560,LIFESTYLE,20304,24M,"500,000+",0,Everyone,"July 31, 2018",4.35,High
729705,MEDICAL,1,22M,10+,0,Everyone,"August 3, 2018",1.2,High
56833,FAMILY,141,65M,"1,000+",0,Everyone,"March 6, 2018",1.8.2,Low
127596,FAMILY,6,2.5M,"1,000+",0,Teen,"June 19, 2015",2.7,High
262666,PERSONALIZATION,5073,23M,"1,000,000+",0,Everyone 10+,"September 25, 2017",1.1,High
4001,FAMILY,279,14M,"10,000+",0,Everyone,"December 25, 2017",1.6.6,Low
776633,FAMILY,84389,48M,"1,000,000+",0,Everyone,"August 5, 2018",1.375,High
547979,GAME,59017,82M,"1,000,000+",0,Teen,"July 3, 2018",2.2.1,High
939383,LIBRARIES_AND_DEMO,15,1.4M,"1,000+",0,Everyone,"April 27, 2017",1.0,High
992452,FAMILY,623,47M,"5,000+",$0.99,Everyone,"June 2, 2018",1.3.0.6,High
152353,TOOLS,175,4.3M,"10,000+",0,Everyone,"July 28, 2018",1.0.7,High
961707,PHOTOGRAPHY,44,2.8M,100+,0,Everyone,"January 23, 2018",1.0,High
164272,SOCIAL,2,1.8M,10+,0,Teen,"March 18, 2018",1.0,High
776229,FAMILY,8600,91M,"500,000+",0,Everyone,"July 27, 2018",1.0.7,High
331023,PRODUCTIVITY,3,16M,"1,000+",0,Everyone,"July 16, 2018",1.24.1,Low
208967,PHOTOGRAPHY,7605,4.3M,"500,000+",0,Everyone,"April 10, 2018",1.2.2.2,High
392222,FAMILY,7,7.3M,"1,000+",0,Mature 17+,"April 11, 2018",1.3,High
493564,FAMILY,681,2.8M,"50,000+",0,Everyone,"November 20, 2015",1.1,High
23461,FAMILY,41,9.2M,"1,000+",0,Everyone,"July 7, 2017",5.1,High
149730,PRODUCTIVITY,17,76M,100+,0,Everyone,"June 7, 2016",1.0.0,High
375713,FAMILY,13,2.1M,100+,0,Everyone,"July 7, 2018",2.3,High
220471,MAPS_AND_NAVIGATION,44348,11M,"5,000,000+",0,Everyone,"July 6, 2018",6.2.3,High
519295,MEDICAL,16,7.8M,"5,000+",0,Everyone,"March 20, 2018",1.3.0,Low
800799,PARENTING,7505,9.1M,"100,000+",0,Everyone,"January 7, 2017",1.1.27.477,High
250881,FINANCE,2,2.0M,100+,0,Everyone,"March 30, 2016",1.1,High
416041,MEDICAL,4,3.4M,500+,$0.99,Everyone,"May 9, 2017",1.0,Low
105333,FINANCE,805,6.5M,"50,000+",0,Everyone,"July 17, 2018",5.4.5,Low
352944,FAMILY,12293,4.0M,"1,000,000+",0,Everyone,"May 6, 2018",1.2.6,High
638094,HEALTH_AND_FITNESS,548021,27M,"10,000,000+",0,Everyone,"August 2, 2018",5.7.1,High
912074,TOOLS,5,636k,500+,0,Everyone,"March 23, 2018",2.0.180226.1,Low
390317,PHOTOGRAPHY,142634,22M,"10,000,000+",0,Everyone,"July 6, 2018",1.5.1,High
827132,MAPS_AND_NAVIGATION,7314,7.0M,"100,000+",0,Everyone,"September 7, 2017",3.1.4,High
244047,MEDICAL,18,9.3M,"5,000+",0,Everyone,"March 10, 2018",2.0,High
